Season,Quarter,down,Opponent,distance,Diff_Score,Play_Type,Poss,Passer,Targeted,Carrier,Yards,Entry,training_1,training_2,training_3,training_4,training_5,shipping_packaging_available,ship_obs,patients_per_day,centrifuge_#,centrifuge_func,centrifuge_why,temp_(2-8)#,fridge_func,phone,phone_obs,fax,fax_obs,computer,computer_obs,internet,internet_obs,latitude,longitude,tdr_palu,tdr_hiv,widal,hb_sahli,list_of_all_exams,hierarchy,pdiag_hiv,pdiag_palu,pdiag_widal,pdiag_hb_sahli,pcomm,pship,training
2017, 2nd,1st ,MD,10,28,pass,OPP, Max Bortenschlager, D.J. Moore ,0,32,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,1st ,MD,10,28,pass,OPP, Max Bortenschlager, Jahrvis Davenport ,0,16,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,1st ,MD,10,28,pass,OPP, Max Bortenschlager, Taivon Jacobs ,0,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,2nd ,MD,10,28,pass,OPP, Max Bortenschlager, Jahrvis Davenport ,0,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,3rd ,MD,10,28,pass,OPP, Max Bortenschlager,0,0,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,4th ,MD,10,28,other,OPP,0,0,0,0,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,1st ,MD,10,28,pass,PSU, Trace McSorley," Saeed Blacknall, broken up by Darnell Savage Jr. ",0,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,2nd ,MD,10,28,pass,PSU, Trace McSorley, Juwan Johnson ,0,20,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,1st ,MD,10,28,run,PSU,0,0, Saquon Barkley ,3,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,2nd ,MD,7,28,other,PSU,0,0,0,-10,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,3rd ,MD,17,28,pass,PSU, Trace McSorley, Saquon Barkley ,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,4th ,MD,17,28,other,PSU,0,0,0,40,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,1st ,MD,10,28,run,OPP,0,0, Ty Johnson ,45,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,1st ,MD,10,28,run,OPP,0,0, Ty Johnson ,0,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,2nd ,MD,10,28,pass,OPP, Max Bortenschlager, Lorenzo Harrison III ,0,2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,3rd ,MD,8,28,run,OPP,0,0, Max Bortenschlager ,4,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,4th ,MD,4,28,other,OPP,0,0,0,-2,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,1st ,MD,10,31,pass,PSU, Trace McSorley,0,0,0,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,2nd ,MD,10,31,pass,PSU, Trace McSorley, DeAndre Thompkins ,0,4,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,,MD,,31,other,PSU,0,0,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,3rd ,MD,6,31,pass,PSU, Trace McSorley, DeAndre Thompkins ,0,28,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,1st ,MD,10,31,run,PSU,0,0, Saquon Barkley ,1,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,2nd ,MD,9,31,pass,PSU, Tommy Stevens, Saquon Barkley ,0,4,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,3rd ,MD,5,31,pass,PSU, Trace McSorley, Brandon Polk ,0,9,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,1st ,MD,10,31,run,PSU,0,0, Trace McSorley ,4,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,2nd ,MD,6,31,pass,PSU, Trace McSorley, Mike Gesicki ,0,3,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,3rd ,MD,3,31,run,PSU,0,0, Saquon Barkley ,2,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,4th ,MD,1,31,other,PSU,0,0,0,0,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,,MD,,31,other,OPP,0,0,0,62,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,1st ,MD,10,31,pass,OPP, Max Bortenschlager, D.J. Moore ,0,2,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,2nd ,MD,8,31,pass,OPP, Max Bortenschlager, Lorenzo Harrison III ,0,4,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,,MD,,31,other,OPP,0,0,0,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,3rd ,MD,4,31,pass,OPP, Max Bortenschlager," D.J. Moore, broken up by Grant Haley ",0,0,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,4th ,MD,4,31,other,OPP,0,0,0,44,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,1st ,MD,10,31,pass,PSU, Trace McSorley, Juwan Johnson ,0,5,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,2nd ,MD,5,31,pass,PSU, Trace McSorley," Juwan Johnson, broken up by JC Jackson ",0,0,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,3rd ,MD,5,31,pass,PSU, Trace McSorley, Saquon Barkley ,0,0,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,4th ,MD,5,31,other,PSU,0,0,0,37,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,1st ,MD,10,31,pass,OPP, Max Bortenschlager, Taivon Jacobs ,0,8,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,2nd ,MD,2,31,pass,OPP, Max Bortenschlager, D.J. Moore ,0,8,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,1st ,MD,10,31,pass,OPP, Max Bortenschlager, Taivon Jacobs ,0,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,2nd ,MD,10,31,pass,OPP, Max Bortenschlager, D.J. Moore ,0,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,3rd ,MD,10,31,run,OPP,0,0, Max Bortenschlager ,4,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,,MD,,31,other,OPP,0,0,0,43,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD,10,31,pass,OPP, Max Bortenschlager, D.J. Moore ,0,29,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD,10,31,run,OPP,0,0, Lorenzo Harrison ,1,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,MD,9,31,pass,OPP, Max Bortenschlager, Jahrvis Davenport ,0,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,3rd ,MD,9,31,pass,OPP, Max Bortenschlager, Lorenzo Harrison III ,0,8,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,4th ,MD,1,31,run,OPP,0,0, Lorenzo Harrison ,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD,10,38,pass,PSU, Trace McSorley, Mike Gesicki ,0,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,MD,10,38,run,PSU,0,0, Saquon Barkley ,8,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,3rd ,MD,2,38,run,PSU,0,0, Saquon Barkley ,17,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD,10,38,pass,PSU, Trace McSorley, Mike Gesicki ,0,19,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD,10,38,pass,PSU, Trace McSorley, Juwan Johnson ,0,9,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,MD,1,38,run,PSU,0,0, Miles Sanders ,11,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD, Goal ,38,run,PSU,0,0, Miles Sanders ,-1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,MD, Goal ,38,run,PSU,0,0, Saquon Barkley ,7,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,3rd ,MD, Goal ,38,run,PSU,0,0, Saquon Barkley ,2,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,4th ,MD, Goal ,38,run,PSU,0,0, Saquon Barkley ,1,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,,MD,,38,other,OPP,0,0,0,51,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD,10,45,pass,PSU, Trace McSorley, Tommy Stevens ,0,4,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,MD,6,45,run,PSU,0,0, Saquon Barkley ,5,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,3rd ,MD,1,45,run,PSU,0,0, Trace McSorley ,3,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD, Goal ,45,run,PSU,0,0, Saquon Barkley ,1,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,,MD,,45,other,OPP,0,0,0,63,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD,10,45,run,OPP,0,0, Ty Johnson ,5,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,MD,5,45,run,OPP,0,0, Ty Johnson ,2,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,3rd ,MD,3,45,pass,OPP, Max Bortenschlager, Jahrvis Davenport ,0,0,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,4th ,MD,3,45,other,OPP,0,0,0,43,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD,10,52,run,PSU,0,0, Miles Sanders ,3,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,MD,7,52,other,PSU,0,0,0,0,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD,10,52,run,PSU,0,0, Tommy Stevens ,14,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD,10,52,pass,PSU, Tommy Stevens, Miles Sanders ,0,3,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,MD,7,52,pass,PSU, Tommy Stevens, Miles Sanders ,0,0,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,3rd ,MD,7,52,other,PSU,0,0,0,0,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,3rd ,MD,12,52,run,PSU,0,0, Tommy Stevens ,12,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD,10,52,other,PSU,0,0,0,0,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD,10,52,run,PSU,0,0, Tommy Stevens ,9,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,MD,1,52,pass,PSU, Tommy Stevens, Tom Pancoast ,0,4,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,,MD,,49,other,OPP,0,0,0,64,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD,10,49,pass,OPP, Max Bortenschlager, Jahrvis Davenport ,0,0,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,MD,10,49,run,OPP,0,0, Lorenzo Harrison ,54,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD,10,49,pass,OPP, Max Bortenschlager, Jahrvis Davenport ,0,0,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,MD,10,49,run,OPP,0,0, Lorenzo Harrison ,1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,3rd ,MD,9,49,pass,OPP, Max Bortenschlager, D.J. Moore ,0,0,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,4th ,MD,9,49,other,OPP,0,0,0,0,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,,MD,,49,other,PSU,0,0,0,65,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,MD,10,49,run,PSU,0,0, Tommy Stevens ,5,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,MD,5,49,run,PSU,0,0, Miles Sanders ,0,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MD,,49,other,PSU,0,0,0,0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,MD,5,49,run,PSU,0,0, Tommy Stevens ,9,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,MD,10,49,pass,PSU, Tommy Stevens," Brandon Polk, broken up by Darnell Savage Jr. ",0,0,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,MD,10,49,pass,PSU, Tommy Stevens, Irvin Charles ,0,0,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,MD,10,49,run,PSU,0,0, Tommy Stevens ,6,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,4th ,MD,4,49,other,PSU,0,0,0,52,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,MD,10,49,pass,OPP, Max Bortenschlager, D.J. Moore ,0,7,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,MD,3,49,run,OPP,0,0, Ty Johnson ,4,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,MD,10,49,pass,OPP, Max Bortenschlager, Michael Cornwell ,0,5,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,MD,5,49,other,OPP,0,0,0,0,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,MD,19,49,other,OPP,0,0,0,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,MD,19,49,pass,OPP, Max Bortenschlager, Taivon Jacobs ,0,7,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,4th ,MD,12,49,other,OPP,0,0,0,36,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,MD,10,56,run,PSU,0,0, Miles Sanders ,-4,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,MD,14,56,run,PSU,0,0, Tommy Stevens ,13,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,MD,1,56,run,PSU,0,0, Miles Sanders ,2,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,MD,10,56,pass,PSU, Tommy Stevens, Saeed Blacknall ,0,0,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,MD,10,56,run,PSU,0,0, Tommy Stevens ,8,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,MD,2,56,run,PSU,0,0, Miles Sanders ,31,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,MD, Goal ,56,other,PSU,0,0,0,0,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,MD, Goal ,56,run,PSU,0,0, Tommy Stevens ,3,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,,MD,,56,other,OPP,0,0,0,64,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,MD,10,56,pass,OPP, Max Bortenschlager, Jahrvis Davenport ,0,5,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,MD,5,56,run,OPP,0,0, Lorenzo Harrison ,-1,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,MD,6,56,other,OPP,0,0,0,-5,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,4th ,MD,11,56,other,OPP,0,0,0,51,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,MD,10,63,run,PSU,0,0, Mark Allen ,3,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,MD,7,63,run,PSU,0,0, Mark Allen ,5,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,MD,2,63,run,PSU,0,0, Mark Allen ,4,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,MD,10,63,run,PSU,0,0, Mark Allen ,8,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,MD,2,63,run,PSU,0,0, Tommy Stevens ,7,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,MD, Goal ,63,run,PSU,0,0, Tommy Stevens ,6,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,,MD,,63,other,OPP,0,0,0,63,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,MD,10,63,run,OPP,0,0, Javon Leake ,0,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,MD,10,63,run,OPP,0,0, Javon Leake ,-4,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,MD,14,63,pass,OPP, Max Bortenschlager, Tahj Capehart ,0,6,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,4th ,MD,8,63,other,OPP,0,0,0,49,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,MD,10,63,run,PSU,0,0, TEAM ,-1,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,MD,11,63,run,PSU,0,0, TEAM ,-1,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MD,,63,other,PSU,0,0,0,0,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,,WASH,,7,other,PSU,0,0,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH,10,7,pass,PSU, Trace McSorley, Saquon Barkley ,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,WASH,10,7,pass,PSU, Trace McSorley, Juwan Johnson ,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,WASH,10,7,pass,PSU, Trace McSorley, Saquon Barkley ,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH,10,7,run,PSU,0,0, Trace McSorley ,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,WASH,1,7,run,PSU,0,0, Saquon Barkley ,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH,10,7,pass,PSU, Trace McSorley, Juwan Johnson ,0,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,WASH,5,7,pass,PSU, Trace McSorley, Tommy Stevens ,0,-3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,WASH,8,7,pass,PSU, Trace McSorley, DaeSean Hamilton ,0,48,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,,WASH,,7,other,OPP,0,0,0,65,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH,10,7,pass,OPP, Jake Browning, Aaron Fuller ,0,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,WASH,2,7,run,OPP,0,0, Myles Gaskin ,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,WASH,2,7,pass,OPP, Jake Browning, Aaron Fuller ,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,4th ,WASH,2,7,other,OPP,0,0,0,-6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH,10,7,pass,PSU, Trace McSorley, Miles Sanders ,0,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,WASH,6,7,pass,PSU, Trace McSorley, Miles Sanders ,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,WASH,6,7,pass,PSU, Trace McSorley, Mike Gesicki ,0,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH,10,7,other,PSU,0,0,0,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH,10,7,pass,PSU, Trace McSorley,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH,10,7,pass,OPP, Jake Browning, Drew Sample ,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,WASH,10,7,run,OPP,0,0, Lavon Coleman ,-1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,WASH,11,7,other,OPP,0,0,0,-6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,4th ,WASH,17,7,other,OPP,0,0,0,52,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH,10,14,run,PSU,0,0, Saquon Barkley ,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,WASH,10,14,run,PSU,0,0, Trace McSorley ,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH,10,14,pass,PSU, Trace McSorley, DeAndre Thompkins ,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,WASH,10,14,run,PSU,0,0, Trace McSorley ,3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,WASH,7,14,pass,PSU, Trace McSorley, DaeSean Hamilton ,0,9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH,10,14,pass,PSU, Trace McSorley, Saeed Blacknall ,0,20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH,10,14,run,PSU,0,0, Saquon Barkley ,8,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,WASH,2,14,pass,PSU, Trace McSorley, Mike Gesicki ,0,7,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH, Goal ,14,run,PSU,0,0, Saquon Barkley ,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,WASH, Goal ,14,pass,PSU, Trace McSorley, Mike Gesicki ,0,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,WASH, Goal ,14,run,PSU,0,0, Saquon Barkley ,2,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,,WASH,,7,other,OPP,0,0,0,65,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH,10,7,run,OPP,0,0, Myles Gaskin ,-4,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,WASH,14,7,other,OPP,0,0,0,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH,10,7,pass,OPP, Andre Baccellia, Will Dissly ,0,52,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,WASH,10,7,pass,OPP, Jake Browning, Salvon Ahmed ,0,11,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,WASH,,7,other,OPP,0,0,0,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,1st ,WASH, Goal ,7,run,OPP,0,0, Jake Browning ,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,,WASH,,14,other,PSU,0,0,0,64,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
