Entry,DD,Down,Distance,Yardline,Poss,Quarter,Time,Team_Score,Opp_Score,Diff_Score,Text,Yards,Pass,Passer,Completed,Targeted,Run,Carrier,Punt,Field_Goal,Koreturn,Penalty,Date,Season,Location,HomeField,Line,O_U,Attendance,Gameid,Opponent,Play_Type,Poss
149,2nd and 5 at PSU 10,2nd ,5, PSU 10,PSU, 3rd,0:57,52,3,49, (0:57 - 3rd) Miles Sanders run for no gain to the PnSt 10 ,0,0,0,0,0,1, Miles Sanders ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
150,,,,,PSU,,,52,3,49, End of 3rd Quarter ,,,,,,,,,,,,,,,,,,,,MD,other,PSU
151,3rd and 5 at PSU 10,3rd ,5, PSU 10,PSU, 4th,15:00,52,3,49, (15:00 - 4th) Tommy Stevens run for 9 yds to the PnSt 19 for a 1ST down ,9,0,0,0,0,1, Tommy Stevens ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
152,1st and 10 at PSU 19,1st ,10, PSU 19,PSU, 4th,15:00,52,3,49," (15:00 - 4th) Tommy Stevens pass incomplete to Brandon Polk, broken up by Darnell Savage Jr. ",0,1, Tommy Stevens,0," Brandon Polk, broken up by Darnell Savage Jr. ",0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,pass,PSU
153,2nd and 10 at PSU 19,2nd ,10, PSU 19,PSU, 4th,15:00,52,3,49, (15:00 - 4th) Tommy Stevens pass incomplete to Irvin Charles ,0,1, Tommy Stevens,0, Irvin Charles ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,pass,PSU
154,3rd and 10 at PSU 19,3rd ,10, PSU 19,PSU, 4th,15:00,52,3,49, (15:00 - 4th) Tommy Stevens run for 6 yds to the PnSt 25 ,6,0,0,0,0,1, Tommy Stevens ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
155,4th and 4 at PSU 25,4th ,4, PSU 25,PSU, 4th,15:00,52,3,49," (15:00 - 4th) Blake Gillikin punt for 52 yds , D.J. Moore returns for 1 yd to the Mary 26 MARYLAND Penalty, illegal block (Taivon Jacobs) to the Mary 12 ",52,0,0,0,0,0,0,0,0,0,1,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,other,PSU
156,1st and 10 at MD 12,1st ,10, MD 12,MD, 4th,13:25,52,3,49, (13:25 - 4th) Max Bortenschlager pass complete to D.J. Moore for 7 yds to the Mary 19 ,7,1, Max Bortenschlager,1, D.J. Moore ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,pass,OPP
157,2nd and 3 at MD 19,2nd ,3, MD 19,MD, 4th,13:25,52,3,49, (13:25 - 4th) Ty Johnson run for 4 yds to the Mary 23 for a 1ST down ,4,0,0,0,0,1, Ty Johnson ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,OPP
158,1st and 10 at MD 23,1st ,10, MD 23,MD, 4th,13:25,52,3,49, (13:25 - 4th) Max Bortenschlager pass complete to Michael Cornwell for 5 yds to the Mary 28 ,5,1, Max Bortenschlager,1, Michael Cornwell ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,pass,OPP
159,2nd and 5 at MD 28,2nd ,5, MD 28,MD, 4th,13:25,52,3,49," (13:25 - 4th) MARYLAND Penalty, personal foul (Derwin Gray) to the Mary 14 ",,0,0,0,0,0,0,0,0,0,1,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,other,OPP
160,2nd and 19 at MD 14,2nd ,19, MD 14,MD, 4th,13:25,52,3,49, (13:25 - 4th) Max Bortenschlager sacked by Daniel Joseph for 0 yards to the Mary 14 ,,,,,,,,,,,,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,other,OPP
161,3rd and 19 at MD 14,3rd ,19, MD 14,MD, 4th,13:25,52,3,49, (13:25 - 4th) Max Bortenschlager pass complete to Taivon Jacobs for 7 yds to the Mary 21 ,7,1, Max Bortenschlager,1, Taivon Jacobs ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,pass,OPP
162,4th and 12 at MD 21,4th ,12, MD 21,MD, 4th,13:25,52,3,49," (13:25 - 4th) Wade Lees punt for 36 yds, punt out-of-bounds at the PnSt 43 ",36,0,0,0,0,0,0,1,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,other,OPP
163,1st and 10 at PSU 43,1st ,10, PSU 43,PSU, 4th,10:49,59,3,56, (10:49 - 4th) Miles Sanders run for a loss of 4 yards to the PnSt 39 ,-4,0,0,0,0,1, Miles Sanders ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
164,2nd and 14 at PSU 39,2nd ,14, PSU 39,PSU, 4th,10:49,59,3,56, (10:49 - 4th) Tommy Stevens run for 13 yds to the Mary 48 ,13,0,0,0,0,1, Tommy Stevens ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
165,3rd and 1 at MD 48,3rd ,1, MD 48,PSU, 4th,10:49,59,3,56, (10:49 - 4th) Miles Sanders run for 2 yds to the Mary 46 for a 1ST down ,2,0,0,0,0,1, Miles Sanders ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
166,1st and 10 at MD 46,1st ,10, MD 46,PSU, 4th,10:49,59,3,56, (10:49 - 4th) Tommy Stevens pass incomplete to Saeed Blacknall ,0,1, Tommy Stevens,0, Saeed Blacknall ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,pass,PSU
167,2nd and 10 at MD 46,2nd ,10, MD 46,PSU, 4th,10:49,59,3,56, (10:49 - 4th) Tommy Stevens run for 8 yds to the Mary 38 ,8,0,0,0,0,1, Tommy Stevens ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
168,3rd and 2 at MD 38,3rd ,2, MD 38,PSU, 4th,10:49,59,3,56, (10:49 - 4th) Miles Sanders run for 31 yds to the Mary 7 for a 1ST down ,31,0,0,0,0,1, Miles Sanders ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
169,1st and Goal at MD 7,1st , Goal , MD 7,PSU, 4th,10:49,59,3,56," (10:49 - 4th) MARYLAND Penalty, face mask (4 yards) (Darnell Savage Jr.) to the Mary 3 ",,0,0,0,0,0,0,0,0,0,1,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,other,PSU
170,1st and Goal at MD 3,1st , Goal , MD 3,PSU, 4th,7:44,59,3,56," (7:44 - 4th) Tommy Stevens run for 3 yds for a TD, (Tyler Davis KICK) ",3,0,0,0,0,1, Tommy Stevens ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
171,,,,,MD, 4th,7:44,59,3,56," (7:44 - 4th) Tyler Davis kickoff for 64 yds , Javon Leake return for 17 yds to the Mary 18 ",64,,,,,,,,,,,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,other,OPP
172,1st and 10 at MD 18,1st ,10, MD 18,MD, 4th,7:37,59,3,56, (7:37 - 4th) Max Bortenschlager pass complete to Jahrvis Davenport for 5 yds to the Mary 23 ,5,1, Max Bortenschlager,1, Jahrvis Davenport ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,pass,OPP
173,2nd and 5 at MD 23,2nd ,5, MD 23,MD, 4th,7:37,59,3,56, (7:37 - 4th) Lorenzo Harrison III run for a loss of 1 yard to the Mary 22 ,-1,0,0,0,0,1, Lorenzo Harrison III ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,OPP
174,3rd and 6 at MD 22,3rd ,6, MD 22,MD, 4th,7:37,59,3,56, (7:37 - 4th) Max Bortenschlager sacked by Ellison Jordan and Daniel Joseph for a loss of 5 yards to the Mary 17 ,-5,,,,,,,,,,,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,other,OPP
175,4th and 11 at MD 17,4th ,11, MD 17,MD, 4th,7:37,59,3,56," (7:37 - 4th) Wade Lees punt for 51 yds, punt out-of-bounds at the Mary 33 , DeAndre Thompkins returns for 20 yds to the Mary 37 MARYLAND Penalty, illegal block (-15 Yards) to the Mary 33 ",51,0,0,0,0,0,0,0,0,0,1,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,other,OPP
176,1st and 10 at MD 33,1st ,10, MD 33,PSU, 4th,5:42,66,3,63, (5:42 - 4th) Mark Allen run for 3 yds to the Mary 30 ,3,0,0,0,0,1, Mark Allen ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
177,2nd and 7 at MD 30,2nd ,7, MD 30,PSU, 4th,5:42,66,3,63, (5:42 - 4th) Mark Allen run for 5 yds to the Mary 25 ,5,0,0,0,0,1, Mark Allen ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
178,3rd and 2 at MD 25,3rd ,2, MD 25,PSU, 4th,5:42,66,3,63, (5:42 - 4th) Mark Allen run for 4 yds to the Mary 21 for a 1ST down ,4,0,0,0,0,1, Mark Allen ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
179,1st and 10 at MD 21,1st ,10, MD 21,PSU, 4th,5:42,66,3,63, (5:42 - 4th) Mark Allen run for 8 yds to the Mary 13 ,8,0,0,0,0,1, Mark Allen ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
180,2nd and 2 at MD 13,2nd ,2, MD 13,PSU, 4th,5:42,66,3,63, (5:42 - 4th) Tommy Stevens run for 7 yds to the Mary 6 for a 1ST down ,7,0,0,0,0,1, Tommy Stevens ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
181,1st and Goal at MD 6,1st , Goal , MD 6,PSU, 4th,2:24,66,3,63," (2:24 - 4th) Tommy Stevens run for 6 yds for a TD, (Tyler Davis KICK) ",6,0,0,0,0,1, Tommy Stevens ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
182,,,,,MD, 4th,2:24,66,3,63," (2:24 - 4th) Alex Barbir kickoff for 63 yds , Javon Leake return for 13 yds to the Mary 15 ",63,,,,,,,,,,,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,other,OPP
183,1st and 10 at MD 15,1st ,10, MD 15,MD, 4th,2:17,66,3,63, (2:17 - 4th) Javon Leake run for no gain to the Mary 15 ,0,0,0,0,0,1, Javon Leake ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,OPP
184,2nd and 10 at MD 15,2nd ,10, MD 15,MD, 4th,2:17,66,3,63, (2:17 - 4th) Javon Leake run for a loss of 4 yards to the Mary 11 ,-4,0,0,0,0,1, Javon Leake ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,OPP
185,3rd and 14 at MD 11,3rd ,14, MD 11,MD, 4th,2:17,66,3,63, (2:17 - 4th) Max Bortenschlager pass complete to Tahj Capehart for 6 yds to the Mary 17 ,6,1, Max Bortenschlager,1, Tahj Capehart ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,pass,OPP
186,4th and 8 at MD 17,4th ,8, MD 17,MD, 4th,2:17,66,3,63," (2:17 - 4th) Wade Lees punt for 49 yds , DeAndre Thompkins returns for 5 yds to the PnSt 39 ",49,0,0,0,0,0,0,1,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,other,OPP
187,1st and 10 at PSU 39,1st ,10, PSU 39,PSU, 4th,0:51,66,3,63, (0:51 - 4th) TEAM run for a loss of 1 yard to the PnSt 38 ,-1,0,0,0,0,1, TEAM ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
188,2nd and 11 at PSU 38,2nd ,11, PSU 38,PSU, 4th,0:51,66,3,63, (0:51 - 4th) TEAM run for a loss of 1 yard to the PnSt 37 ,-1,0,0,0,0,1, TEAM ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59,"49,680",400935419,MD,run,PSU
189,,,,,PSU,,,66,3,63, End of 4th Quarter ,,,,,,,,,,,,,,,,,,,,MD,other,PSU
0,,,,,PSU, 1st,15:00,7,0,7," (15:00 - 1st) Tristan Vizcaino kickoff for 63 yds , Miles Sanders return for 15 yds to the PnSt 17 ",63,,,,,,,,,,,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,other,PSU
1,1st and 10 at PSU 17,1st ,10, PSU 17,PSU, 1st,14:45,7,0,7, (14:45 - 1st) Trace McSorley pass complete to Saquon Barkley for no gain to the PnSt 17 ,0,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,PSU
2,2nd and 10 at PSU 17,2nd ,10, PSU 17,PSU, 1st,14:17,7,0,7, (14:17 - 1st) Trace McSorley pass incomplete to Juwan Johnson ,0,1, Trace McSorley,0, Juwan Johnson ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,PSU
3,3rd and 10 at PSU 17,3rd ,10, PSU 17,PSU, 1st,14:10,7,0,7, (14:10 - 1st) Trace McSorley pass complete to Saquon Barkley for 12 yds to the PnSt 29 for a 1ST down ,12,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,PSU
4,1st and 10 at PSU 29,1st ,10, PSU 29,PSU, 1st,13:40,7,0,7, (13:40 - 1st) Trace McSorley run for 9 yds to the PnSt 38 ,9,0,0,0,0,1, Trace McSorley ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,run,PSU
5,2nd and 1 at PSU 38,2nd ,1, PSU 38,PSU, 1st,13:06,7,0,7, (13:06 - 1st) Saquon Barkley run for 12 yds to the 50 yard line for a 1ST down ,12,0,0,0,0,1, Saquon Barkley ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,run,PSU
6,1st and 10 at 50,1st ,10,50,PSU, 1st,12:35,7,0,7, (12:35 - 1st) Trace McSorley pass complete to Juwan Johnson for 5 yds to the Wash 45 ,5,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,PSU
7,2nd and 5 at WASH 45,2nd ,5, WASH 45,PSU, 1st,12:00,7,0,7, (12:00 - 1st) Trace McSorley pass complete to Tommy Stevens for a loss of 3 yards to the Wash 48 ,-3,1, Trace McSorley,1, Tommy Stevens ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,PSU
8,3rd and 8 at WASH 48,3rd ,8, WASH 48,PSU, 1st,11:10,7,0,7," (11:10 - 1st) Trace McSorley pass complete to DaeSean Hamilton for 48 yds for a TD, (Tyler Davis KICK) ",48,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,PSU
9,,,,,WASH, 1st,11:10,7,0,7," (11:10 - 1st) Tyler Davis kickoff for 65 yds , Salvon Ahmed return for 14 yds to the Wash 49 WASHINGTON Penalty, Illegal Block (7 Yards) to the Wash 7 ",65,0,0,0,0,0,0,0,0,0,1,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,other,OPP
10,1st and 10 at WASH 7,1st ,10, WASH 7,WASH, 1st,10:50,7,0,7, (10:50 - 1st) Jake Browning pass complete to Aaron Fuller for 8 yds to the Wash 15 ,8,1, Jake Browning,1, Aaron Fuller ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,OPP
11,2nd and 2 at WASH 15,2nd ,2, WASH 15,WASH, 1st,10:25,7,0,7, (10:25 - 1st) Myles Gaskin run for no gain to the Wash 15 ,0,0,0,0,0,1, Myles Gaskin ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,run,OPP
12,3rd and 2 at WASH 15,3rd ,2, WASH 15,WASH, 1st,9:55,7,0,7, (9:55 - 1st) Jake Browning pass incomplete to Aaron Fuller ,0,1, Jake Browning,0, Aaron Fuller ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,OPP
13,4th and 2 at WASH 15,4th ,2, WASH 15,WASH, 1st,9:46,7,0,7," (9:46 - 1st) Joel Whitford punt for 45 yds , DeAndre Thompkins returns for a loss of 6 yards to the PnSt 34 DeAndre Thompkins fumbled, recovered by PnSt DeAndre Thompkins ",-6,0,0,0,0,0,0,1,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,other,OPP
14,1st and 10 at PSU 34,1st ,10, PSU 34,PSU, 1st,9:40,7,0,7, (9:40 - 1st) Trace McSorley pass complete to Miles Sanders for 4 yds to the PnSt 38 ,4,1, Trace McSorley,1, Miles Sanders ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,PSU
15,2nd and 6 at PSU 38,2nd ,6, PSU 38,PSU, 1st,9:13,7,0,7, (9:13 - 1st) Trace McSorley pass incomplete to Miles Sanders ,0,1, Trace McSorley,0, Miles Sanders ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,PSU
16,3rd and 6 at PSU 38,3rd ,6, PSU 38,PSU, 1st,9:05,7,0,7, (9:05 - 1st) Trace McSorley pass complete to Mike Gesicki for 17 yds to the Wash 45 for a 1ST down ,17,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,PSU
17,1st and 10 at WASH 43,1st ,10, WASH 43,PSU, 1st,8:45,7,0,7," (8:45 - 1st) Trace McSorley run for 2 yds to the Wash 43 for a 1ST down WASHINGTON Penalty, Defensive Holding (10 Yards) to the Wash 33 for a 1ST down ",2,0,0,0,0,0,0,0,0,0,1,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,other,PSU
18,1st and 10 at WASH 33,1st ,10, WASH 33,PSU, 1st,8:23,7,0,7," (8:23 - 1st) Trace McSorley pass intercepted, touchback. Byron Murphy return for no gain ",0,1, Trace McSorley,interception,0,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,PSU
19,1st and 10 at WASH 20,1st ,10, WASH 20,WASH, 1st,8:17,7,0,7, (8:17 - 1st) Jake Browning pass incomplete to Drew Sample ,0,1, Jake Browning,0, Drew Sample ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,OPP
20,2nd and 10 at WASH 20,2nd ,10, WASH 20,WASH, 1st,8:10,7,0,7, (8:10 - 1st) Lavon Coleman run for a loss of 1 yard to the Wash 19 ,-1,0,0,0,0,1, Lavon Coleman ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,run,OPP
21,3rd and 11 at WASH 19,3rd ,11, WASH 19,WASH, 1st,7:25,7,0,7, (7:25 - 1st) Jake Browning sacked by Tyrell Chavis for a loss of 6 yards to the Wash 13 ,-6,,,,,,,,,,,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,other,OPP
22,4th and 17 at WASH 13,4th ,17, WASH 13,WASH, 1st,6:46,7,0,7," (6:46 - 1st) Joel Whitford punt for 52 yds , DeAndre Thompkins returns for 1 yd to the PnSt 36 ", punt for 52,0,0,0,0,0,0,1,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,other,OPP
23,1st and 10 at PSU 36,1st ,10, PSU 36,PSU, 1st,6:40,14,0,14, (6:40 - 1st) Saquon Barkley run for no gain to the PnSt 36 ,0,0,0,0,0,1, Saquon Barkley ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,run,PSU
24,2nd and 10 at PSU 36,2nd ,10, PSU 36,PSU, 1st,6:00,14,0,14, (6:00 - 1st) Trace McSorley run for 12 yds to the PnSt 48 for a 1ST down ,12,0,0,0,0,1, Trace McSorley ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,run,PSU
25,1st and 10 at PSU 48,1st ,10, PSU 48,PSU, 1st,5:39,14,0,14, (5:39 - 1st) Trace McSorley pass incomplete to DeAndre Thompkins ,0,1, Trace McSorley,0, DeAndre Thompkins ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,PSU
26,2nd and 10 at PSU 48,2nd ,10, PSU 48,PSU, 1st,5:31,14,0,14, (5:31 - 1st) Trace McSorley run for 3 yds to the Wash 49 ,3,0,0,0,0,1, Trace McSorley ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,run,PSU
27,3rd and 7 at WASH 49,3rd ,7, WASH 49,PSU, 1st,4:55,14,0,14, (4:55 - 1st) Trace McSorley pass complete to DaeSean Hamilton for 9 yds to the Wash 40 for a 1ST down ,9,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,PSU
28,1st and 10 at WASH 40,1st ,10, WASH 40,PSU, 1st,4:30,14,0,14, (4:30 - 1st) Trace McSorley pass complete to Saeed Blacknall for 20 yds to the Wash 20 for a 1ST down ,20,1, Trace McSorley,1, Saeed Blacknall ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,PSU
29,1st and 10 at WASH 20,1st ,10, WASH 20,PSU, 1st,3:55,14,0,14, (3:55 - 1st) Saquon Barkley run for 8 yds to the Wash 12 ,8,0,0,0,0,1, Saquon Barkley ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,run,PSU
30,2nd and 2 at WASH 12,2nd ,2, WASH 12,PSU, 1st,3:15,14,0,14, (3:15 - 1st) Trace McSorley pass complete to Mike Gesicki for 7 yds to the Wash 5 for a 1ST down ,7,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,PSU
31,1st and Goal at WASH 5,1st , Goal , WASH 5,PSU, 1st,2:35,14,0,14, (2:35 - 1st) Saquon Barkley run for 1 yd to the Wash 4 ,1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,run,PSU
32,2nd and Goal at WASH 4,2nd , Goal , WASH 4,PSU, 1st,2:05,14,0,14, (2:05 - 1st) Trace McSorley pass complete to Mike Gesicki for 2 yds to the Wash 2 ,2,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,PSU
33,3rd and Goal at WASH 2,3rd , Goal , WASH 2,PSU, 1st,1:34,14,0,14," (1:34 - 1st) Saquon Barkley run for 2 yds for a TD, (Tyler Davis KICK) ",2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,run,PSU
34,,,,,WASH, 1st,1:34,14,7,7, (1:34 - 1st) Tyler Davis kickoff for 65 yds for a touchback ,65,,,,,,,,,,,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,other,OPP
35,1st and 10 at WASH 25,1st ,10, WASH 25,WASH, 1st,1:25,14,7,7, (1:25 - 1st) Myles Gaskin run for a loss of 4 yards to the Wash 21 ,-4,0,0,0,0,1, Myles Gaskin ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,run,OPP
36,2nd and 14 at WASH 21,2nd ,14, WASH 21,WASH, 1st,0:51,14,7,7," (0:51 - 1st) PENN ST Penalty, Roughing Passer (Shane Simmons) to the Wash 36 for a 1ST down ",,0,0,0,0,0,0,0,0,0,1,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,other,OPP
37,1st and 10 at WASH 36,1st ,10, WASH 36,WASH, 1st,0:40,14,7,7, (0:40 - 1st) Andre Baccellia pass complete to Will Dissly for 52 yds to the PnSt 12 for a 1ST down ,52,1, Andre Baccellia,1, Will Dissly ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,OPP
38,1st and 10 at PSU 12,1st ,10, PSU 12,WASH, 1st,0:20,14,7,7, (0:20 - 1st) Jake Browning pass complete to Salvon Ahmed for 11 yds to the PnSt 1 for a 1ST down ,11,1, Jake Browning,1, Salvon Ahmed ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,pass,OPP
39,,,,,WASH,,,14,7,7, End of 1st Quarter ,,,,,,,,,,,,,,,,,,,,WASH,other,OPP
40,1st and Goal at PSU 1,1st , Goal , PSU 1,WASH, 2nd,14:57,14,7,7," (14:57 - 2nd) Jake Browning run for 1 yd for a TD, (Tristan Vizcaino KICK) ",1,0,0,0,0,1, Jake Browning ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,run,OPP
41,,,,,PSU, 2nd,14:57,21,7,14," (14:57 - 2nd) Tristan Vizcaino kickoff for 64 yds , Miles Sanders return for 23 yds to the PnSt 24 ",64,,,,,,,,,,,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54,"61,842",400953407,WASH,other,PSU
